"일자","요일","성별","연령","발신지_시도","발신지_구","발신지_동","통화건수"
"20190901","일","남","20대","서울특별시","서초구","서초동","5"
"20190901","일","남","20대","서울특별시","서초구","방배동","10"
"20190901","일","여","60대이상","서울특별시","서초구","양재동","5"
"20190901","일","남","20대","서울특별시","성동구","옥수동","8"
"20190901","일","남","20대","서울특별시","성동구","성수동2가","45"
"20190901","일","남","30대","서울특별시","성동구","마장동","5"
"20190901","일","남","30대","서울특별시","성동구","성수동2가","34"
"20190901","일","남","30대","서울특별시","성동구","옥수동","5"
"20190901","일","남","40대","서울특별시","성동구","성수동2가","36"
"20190901","일","남","40대","서울특별시","성동구","옥수동","5"
"20190901","일","남","40대","서울특별시","성동구","행당동","5"
"20190901","일","남","50대","서울특별시","성동구","성수동2가","16"
"20190901","일","남","60대이상","서울특별시","성동구","성수동2가","11"
"20190901","일","여","10대","서울특별시","성동구","성수동2가","8"
"20190901","일","여","20대","서울특별시","성동구","성수동2가","24"
"20190901","일","여","20대","서울특별시","성동구","옥수동","5"
"20190901","일","여","20대","서울특별시","성동구","행당동","5"
"20190901","일","남","10대","서울특별시","성동구","행당동","5"
"20190901","일","남","10대","서울특별시","성동구","성수동2가","6"
"20190901","일","여","30대","서울특별시","성동구","성수동2가","35"
"20190901","일","여","30대","서울특별시","성동구","옥수동","5"
"20190901","일","여","50대","서울특별시","성동구","행당동","5"
"20190901","일","여","50대","서울특별시","성동구","성수동2가","16"
"20190901","일","여","40대","서울특별시","성동구","성수동2가","43"
"20190901","일","여","40대","서울특별시","성동구","옥수동","7"
"20190901","일","여","60대이상","서울특별시","성동구","성수동2가","6"
"20190901","일","남","60대이상","서울특별시","성북구","동선동2가","5"
"20190901","일","여","20대","서울특별시","성북구","하월곡동","5"
"20190901","일","여","60대이상","서울특별시","성북구","안암동5가","5"
"20190901","일","남","50대","서울특별시","성북구","장위동","5"
"20190901","일","남","50대","서울특별시","성북구","동선동2가","5"
"20190901","일","여","20대","서울특별시","성북구","안암동5가","5"
"20190901","일","남","10대","서울특별시","성북구","동선동2가","5"
"20190901","일","여","20대","서울특별시","성북구","삼선동5가","5"
