,baseDate,cctvCnt,cctvIns,manageNm,newAddr,oldAddr,pacNm,pacType,posx,posy,precinct,roadWidth,seq
186,2018-08-14,,N,전라북도 전주시,전라북도 전주시 완산구 밤나무1길 15-7 효자어린이집,전라북도 전주시 완산구 효자동1가 383-6,전주효자어린이집,어린이집,127.1167309,35.8086339,전주완산경찰서,,60
187,2018-08-14,3.0,Y,전라북도 전주시,전라북도 전주시 완산구 서원로 334 중산어린이집,전라북도 전주시 완산구 중화산동1가 256-1,중산어린이집,어린이집,127.1305125,35.812025,전주완산경찰서,,59
188,2018-08-14,,N,전라북도 전주시,전라북도 전주시 완산구 평화11길 6-3 키즈캠어린이집,전라북도 전주시 완산구 평화동2가 873-4,키즈캠어린이집,어린이집,127.136078,35.789312,전주완산경찰서,,58
189,2018-08-14,2.0,Y,전라북도 전주시,전라북도 전주시 완산구 평화5길 24-21 피노키오어린이집,전라북도 전주시 완산구 평화동2가 134-3,평화피노키오어린이집,어린이집,127.1362158,35.7843336,전주완산경찰서,,57
190,2018-08-14,2.0,Y,전라북도 전주시,전라북도 전주시 완산구 평화2길 12 폴어린이집,전라북도 전주시 완산구 평화동2가 96-3,폴어린이집,어린이집,127.1340799,35.7818211,전주완산경찰서,,56
191,2018-08-14,2.0,Y,전라북도 전주시,전라북도 전주시 완산구 장승배기로 46-10  하나캐슬어린이집,전라북도 전주시 완산구 삼천동1가 306-20,하나캐슬어린이집,어린이집,127.118075,35.7916667,전주완산경찰서,,55
192,2018-08-14,,N,전라북도 전주시,전라북도 전주시 완산구 용산마을길 35 한국웅변재능어린이집,전라북도 전주시 완산구 삼천동2가 203-8,한국어린이집,어린이집,127.1028326,35.7931107,전주완산경찰서,,54
193,2018-08-14,3.0,Y,전라북도 전주시,전라북도 전주시 완산구 안행8길 30 해맑은어린이집,전라북도 전주시 완산구 삼천동1가 752-4,해맑은어린이집,어린이집,127.132323,35.8001944,전주완산경찰서,,53
194,2018-08-14,7.0,Y,전라북도 전주시,전라북도 전주시 덕진구 권삼득로 210 전주금암초등학교,전라북도 전주시 덕진구 금암동1가 525-1,금암초등학교,초등학교,127.1366058,35.8375922,전주덕진경찰서,,52
195,2018-08-14,12.0,Y,전라북도 전주시,전라북도 전주시 덕진구 명주3길 16 금평초등학교,전라북도 전주시 덕진구 인후동2가 1536,금평초등학교,초등학교,127.1471271,35.8439633,전주덕진경찰서,,51
196,2018-08-14,7.0,Y,전라북도 전주시,전라북도 전주시 덕진구 견훤로 260 전주기린초등학교,전라북도 전주시 덕진구 인후동1가 431-3,기린초등학교,초등학교,127.159186,35.8350187,전주덕진경찰서,,50
197,2018-08-14,6.0,Y,전라북도 전주시,전라북도 전주시 덕진구 하가로 71 덕일초등학교,전라북도 전주시 덕진구 덕진동2가 99-1,덕일초등학교,초등학교,127.1121699,35.8486071,전주덕진경찰서,,49
198,2018-08-14,8.0,Y,전라북도 전주시,전라북도 전주시 덕진구 들사평로 61 전주덕진초등학교,전라북도 전주시 덕진구 덕진동1가 1272,덕진초등학교,초등학교,127.12425,35.8417321,전주덕진경찰서,,48
199,2018-08-14,8.0,Y,전라북도 전주시,전라북도 전주시 덕진구 견훤왕궁로 227 전주동북초등학교,전라북도 전주시 덕진구 인후동2가 39-12,동북초등학교,초등학교,127.1450399,35.8394387,전주덕진경찰서,,47
